SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1618796593.2595592, , , , -0.005795, 0.005046, -0.003236, , , 
1618796593.327302, , , , 0.014249, -0.066471, -0.001489, , , 
1618796593.396857, , , , -0.006314, 0.056900, -0.021862, , , 
1618796593.4743361, , , , 0.065014, -0.043452, 0.002228, , , 
1618796593.56147, , , , -0.002314, -0.027469, -0.002745, , , 
1618796593.6530309, , , , -0.028914, -0.010889, -0.012227, , , 
1618796593.7290568, , , , 0.020963, 0.006500, -0.012519, , , 
1618796593.8066459, , , , 0.021506, -0.017588, -0.007054, , , 
1618796593.874288, , , , 0.009535, -0.004971, -0.017836, , , 
1618796593.941364, , , , 0.012436, -0.053352, -0.010466, , , 
1618796594.007217, , , , -0.006035, -0.052601, -0.013300, , , 
1618796594.076422, , , , 0.005340, -0.072646, -0.005969, , , 
1618796594.1435099, , , , 0.033966, -0.122707, -0.004397, , , 
1618796594.1733909, , , , 0.071785, -0.102022, -0.000969, , , 
1618796594.238142, , , , -0.054750, -0.008533, -0.009773, , , 
1618796594.305465, , , , -0.018947, -0.000760, -0.004472, , , 
1618796594.385308, , , , -0.009306, 0.013029, -0.007672, , , 
1618796594.4636168, , , , -0.041008, 0.039402, -0.015140, , , 
1618796594.5417209, , , , -0.013212, -0.001326, -0.011004, , , 
1618796594.62379, , , , -0.092665, -0.019672, -0.001380, , , 
1618796594.7012172, , , , -0.119412, -0.022280, -0.002899, , , 
1618796594.773597, , , , -0.126474, 0.059583, -0.002158, , , 
1618796594.840036, , , , -0.037204, -0.137432, 0.012834, , , 
1618796594.915357, , , , -0.146259, 0.033438, -0.003307, , , 
1618796595.015068, , , , -0.108807, 0.064561, 0.000217, , , 
1618796595.099996, , , , -0.060029, 0.004730, 0.015468, , , 
1618796595.182379, , , , -0.039677, 0.017060, 0.014419, , , 
1618796595.2502499, , , , -0.033693, -0.004053, 0.018198, , , 
1618796595.353815, , , , -0.000379, 0.017278, 0.006327, , , 
1618796595.4341679, , , , 0.027955, 0.012409, -0.004563, , , 
1618796595.511467, , , , -0.099239, 0.015671, -0.005411, , , 
1618796595.587099, , , , -0.022133, -0.005797, 0.005295, , , 
1618796595.6599522, , , , 0.037153, 0.000555, 0.006434, , , 
1618796595.73067, , , , 0.056072, -0.003723, 0.011203, , , 
1618796595.807334, , , , 0.064059, 0.024504, 0.002011, , , 
1618796595.8821049, , , , 0.083485, 0.001238, 0.000070, , , 
1618796595.949373, , , , 0.084717, 0.006572, 0.005887, , , 
1618796596.024297, , , , 0.033556, -0.036796, 0.009797, , , 
1618796596.0918798, , , , 0.004384, -0.082717, 0.010751, , , 
1618796596.159694, , , , 0.124112, -0.024219, 0.002255, , , 
1618796596.228302, , , , 0.032808, -0.004669, 0.002196, , , 
1618796596.295834, , , , 0.032578, 0.020674, -0.002868, , , 
1618796596.388726, , , , 0.080737, 0.001142, -0.000599, , , 
1618796596.473834, , , , 0.095646, -0.007642, 0.000175, , , 
1618796596.586152, , , , 0.017602, -0.030382, 0.004068, , , 
1618796596.666935, , , , -0.004008, -0.070974, 0.013544, , , 
1618796596.7432508, , , , 0.043493, 0.005589, -0.009728, , , 
1618796596.824082, , , , 0.015163, -0.012974, -0.001184, , , 
1618796596.892904, , , , 0.027851, 0.012341, -0.010572, , , 
1618796596.923716, , , , 0.033959, 0.017882, -0.004096, , , 
1618796596.988111, , , , 0.038768, -0.001619, -0.000226, , , 
1618796597.055121, , , , 0.051275, -0.034083, -0.021368, , , 
1618796597.124364, , , , 0.054403, 0.099206, -0.016826, , , 
1618796597.190864, , , , -0.020235, 0.085066, -0.000243, , , 
1618796597.258009, , , , -0.015181, -0.032142, 0.024276, , , 
1618796597.325605, , , , 0.056966, 0.033377, -0.006994, , , 
1618796597.392308, , , , 0.020239, -0.017326, -0.014235, , , 
1618796597.4588919, , , , -0.001544, 0.001799, -0.019785, , , 
1618796597.526694, , , , 0.039146, -0.057025, -0.007818, , , 
1618796597.593476, , , , 0.083144, -0.070070, -0.001005, , , 
1618796597.623544, , , , 0.036864, -0.033501, -0.011689, , , 
1618796597.6899738, , , , 0.042082, -0.045600, -0.005200, , , 
1618796597.756989, , , , -0.013789, -0.030619, 0.002047, , , 
1618796597.824184, , , , -0.045856, -0.049546, -0.001897, , , 
1618796597.892387, , , , 0.033687, -0.007253, -0.009223, , , 
1618796597.958479, , , , -0.008729, -0.004839, -0.015273, , , 
1618796598.024057, , , , -0.013940, -0.013321, -0.005035, , , 
1618796598.088886, , , , 0.028031, -0.038649, -0.013728, , , 
1618796598.1554642, , , , 0.009392, 0.025910, -0.034896, , , 
1618796598.2234821, , , , 0.002733, 0.006948, -0.023918, , , 
1618796598.2890038, , , , 0.003617, 0.030194, -0.025018, , , 
1618796598.354319, , , , -0.012577, 0.091981, -0.030681, , , 
1618796598.426147, , , , -0.052101, 0.009968, -0.010105, , , 
1618796598.494973, , , , -0.011979, 0.018276, -0.018901, , , 
1618796598.523449, , , , -0.021999, 0.008321, -0.019507, , , 
1618796598.588029, , , , -0.058205, -0.002621, -0.025876, , , 
1618796598.6544251, , , , 0.025517, -0.059375, -0.013443, , , 
1618796598.7243109, , , , -0.008727, -0.029189, -0.020324, , , 
1618796598.7911282, , , , 0.046344, -0.054579, -0.006554, , , 
1618796598.857743, , , , -0.013297, -0.006859, -0.008981, , , 
1618796598.9277492, , , , 0.058882, 0.044442, -0.045638, , , 
1618796598.995285, , , , 0.064480, 0.119489, -0.067076, , , 
1618796599.023394, , , , 0.080696, -0.041298, -0.021971, , , 
1618796599.091642, , , , -0.039962, -0.017667, -0.011654, , , 
1618796599.148664, , , , 0.020027, -0.022742, -0.003856, , , 
1618796599.229362, , , , -0.104843, 0.009935, -0.009879, , , 
1618796599.298792, , , , -0.005047, -0.011435, -0.022597, , , 
1618796599.3733501, , , , -0.130321, 0.023469, -0.013061, , , 
1618796599.440162, , , , -0.020206, -0.094317, 0.007746, , , 
1618796599.49578, , , , -0.080457, -0.018532, -0.000533, , , 
1618796599.533026, , , , -0.082765, -0.080717, -0.002086, , , 
1618796599.588845, , , , -0.068572, -0.036854, -0.008782, , , 
1618796599.625884, , , , -0.111747, -0.128863, 0.007146, , , 
1618796599.693972, , , , -0.116345, -0.113798, -0.000554, , , 
1618796599.723521, , , , -0.028280, -0.009330, -0.055553, , , 
1618796599.790189, , , , -0.057220, -0.096866, -0.001824, , , 
1618796599.8570771, , , , -0.112292, -0.070747, 0.001225, , , 
1618796599.927751, , , , -0.089895, -0.036860, -0.002972, , , 
1618796599.997971, , , , -0.055543, -0.053270, -0.005461, , , 
1618796600.074317, , , , -0.029971, -0.049385, -0.011612, , , 
1618796600.143073, , , , -0.006898, -0.090806, 0.013442, , , 
1618796600.199821, , , , 0.000554, -0.045526, 0.009951, , , 
1618796600.28089, , , , 0.074193, -0.017913, -0.014333, , , 
1618796600.352116, , , , 0.041262, -0.058572, -0.015965, , , 
1618796600.424999, , , , 0.080166, 0.026533, -0.031046, , , 
1618796600.494677, , , , 0.015587, 0.007621, -0.024709, , , 
1618796600.523695, , , , 0.054225, 0.069104, -0.038703, , , 
1618796600.593069, , , , 0.137400, -0.051872, -0.014753, , , 
1618796600.663002, , , , 0.014311, 0.012693, -0.006351, , , 
1618796600.736116, , , , -0.018358, -0.014903, 0.003223, , , 
1618796600.792634, , , , 0.023069, 0.002643, -0.018619, , , 
1618796600.832006, , , , 0.067868, -0.040610, -0.007081, , , 
1618796600.889452, , , , 0.021383, -0.013669, -0.015756, , , 
1618796600.928961, , , , 0.065221, -0.010451, -0.017188, , , 
1618796600.997992, , , , 0.030541, -0.008923, -0.022538, , , 
1618796601.0745869, , , , 0.028854, -0.005251, -0.020191, , , 
1618796601.144465, , , , 0.060338, -0.015188, -0.007283, , , 
1618796601.200931, , , , 0.007514, -0.010146, -0.004321, , , 
1618796601.284316, , , , 0.055871, -0.026832, -0.017928, , , 
1618796601.3515859, , , , -0.000664, 0.063273, -0.013880, , , 
1618796601.4244041, , , , 0.125491, -0.053756, -0.004767, , , 
1618796601.49208, , , , -0.016217, -0.004873, -0.007576, , , 
1618796601.5471148, , , , 0.010497, -0.009632, -0.004971, , , 
1618796601.585103, , , , -0.041404, 0.008571, -0.011668, , , 
1618796601.653774, , , , 0.060355, -0.050504, -0.002771, , , 
1618796601.724893, , , , -0.027428, -0.003374, -0.001938, , , 
1618796601.7940369, , , , 0.025978, -0.014790, -0.008178, , , 
1618796601.861938, , , , -0.015571, -0.010700, -0.008001, , , 
1618796601.93358, , , , 0.006567, -0.027542, -0.009663, , , 
1618796601.9879432, , , , -0.012603, -0.017848, -0.018242, , , 
1618796602.026705, , , , 0.024885, -0.030253, -0.011666, , , 
1618796602.094294, , , , -0.017804, 0.007109, -0.013795, , , 
1618796602.149857, , , , 0.037842, -0.006719, -0.012603, , , 
1618796602.231186, , , , 0.001305, 0.000098, -0.012146, , , 
1618796602.299607, , , , 0.009687, -0.014417, -0.008517, , , 
1618796602.374679, , , , -0.054118, 0.008685, -0.018775, , , 
1618796602.44285, , , , 0.009858, -0.025744, -0.007430, , , 
1618796602.497067, , , , -0.042807, -0.002197, -0.012300, , , 
1618796602.535404, , , , -0.007231, 0.002545, -0.010412, , , 
1618796602.5903091, , , , 0.008056, -0.021086, -0.013025, , , 
1618796602.6290898, , , , 0.010050, -0.005151, -0.014447, , , 
1618796602.697967, , , , -0.016003, -0.022174, -0.007593, , , 
1618796602.776075, , , , -0.003045, -0.043625, 0.004722, , , 
